Book ID,Citizen ID,Issue Date,Genre
2075074,2285693,08-01-2019,Science Fiction
2098263,2069208,08-01-2019,Science Fiction
2123856,1905772,08-01-2019,Science Fiction
2133960,2297947,08-01-2019,Science Fiction
2147117,2195953,08-01-2019,Science Fiction
2188143,2192609,08-01-2019,Romance
2198504,569802,08-01-2019,Romance
2222147,1643883,08-01-2019,Romance
2239104,2237599,08-01-2019,Romance
2255157,2072683,08-01-2019,Romance
2261801,2201972,08-01-2019,Romance
2264336,2241237,08-01-2019,Dystopia
2264336,2276814,08-01-2019,Dystopia
2267914,2051538,08-01-2019,Dystopia
2283137,2142188,08-01-2019,Dystopia
2285155,1947145,08-01-2019,Dystopia
2296490,2226552,08-01-2019,Dystopia
2299077,1998869,08-01-2019,Dystopia
264121,2285132,09-01-2019,Fantasy
1285928,2319277,09-01-2019,Fantasy
1349376,2172539,09-01-2019,Fantasy
1590789,1810949,09-01-2019,Fantasy
1701162,2071991,09-01-2019,Fantasy
1894604,2315681,09-01-2019,Mystery
1911840,2027389,09-01-2019,Mystery
1914799,2065215,09-01-2019,Mystery
1952978,1914381,09-01-2019,Mystery
2016970,423824,09-01-2019,Mystery
2057035,2096617,09-01-2019,Science Fiction
2057035,2162102,09-01-2019,Science Fiction
2085349,2027389,09-01-2019,Science Fiction
2105005,1769025,09-01-2019,Science Fiction
2124947,1971670,09-01-2019,Science Fiction
2144350,2101624,09-01-2019,Science Fiction
2150853,418701,09-01-2019,Science Fiction
2170279,1862710,09-01-2019,Science Fiction
2191897,2017103,09-01-2019,Romance
2211728,2253559,09-01-2019,Romance
2216471,2293906,09-01-2019,Romance
2233725,2300099,09-01-2019,Romance
2248246,2237251,09-01-2019,Romance
2264336,2150833,09-01-2019,Dystopia
2277810,1981470,09-01-2019,Dystopia
2285155,1315875,09-01-2019,Dystopia
2292134,1861722,09-01-2019,Dystopia
2302627,2102095,09-01-2019,Dystopia
2311050,2211371,09-01-2019,Dystopia
2315686,1922815,09-01-2019,Dystopia
347533,1104963,10-01-2019,Fantasy
347533,2028906,10-01-2019,Fantasy
398482,2243535,10-01-2019,Fantasy
517575,2167275,10-01-2019,Fantasy
1321433,1667512,10-01-2019,Fantasy
1704686,2159669,10-01-2019,Fantasy
1784365,1854118,10-01-2019,Fantasy
1894604,1256484,10-01-2019,Mystery
2040242,2211371,10-01-2019,Mystery
2042422,2079852,10-01-2019,Mystery
2047778,2283468,10-01-2019,Science Fiction
2073595,1822989,10-01-2019,Science Fiction
2086439,2255134,10-01-2019,Science Fiction
2091603,2284420,10-01-2019,Science Fiction
2104071,1769025,10-01-2019,Science Fiction
2104071,490400,10-01-2019,Science Fiction
2105391,1861940,10-01-2019,Science Fiction
2124947,2133605,10-01-2019,Science Fiction
2173414,1769025,10-01-2019,Science Fiction
2183041,2104908,10-01-2019,Science Fiction
2191897,1848148,10-01-2019,Romance
2195754,1772574,10-01-2019,Romance
2216296,1859387,10-01-2019,Romance
2224879,2283468,10-01-2019,Romance
2226502,2319277,10-01-2019,Romance
2233977,2188102,10-01-2019,Romance
2240802,264387,10-01-2019,Romance
2241676,1998120,10-01-2019,Romance
2277810,2237035,10-01-2019,Dystopia
2278683,2289572,10-01-2019,Dystopia
2278875,2283468,10-01-2019,Dystopia
2290592,2211371,10-01-2019,Dystopia
2292506,2206441,10-01-2019,Dystopia
2293637,2211371,10-01-2019,Dystopia
2302627,2141837,10-01-2019,Dystopia
2303939,2237035,10-01-2019,Dystopia
2307723,2004754,10-01-2019,Dystopia
2315686,2318008,10-01-2019,Dystopia
91946,1885254,11-01-2019,Fantasy
397786,1979179,11-01-2019,Fantasy
517575,1256484,11-01-2019,Fantasy
565700,2140750,11-01-2019,Fantasy
1292623,2325032,11-01-2019,Fantasy
1396046,2020496,11-01-2019,Fantasy
1701162,2142257,11-01-2019,Fantasy
1863276,2249167,11-01-2019,Mystery
1865348,2293906,11-01-2019,Mystery
1941634,2141837,11-01-2019,Mystery
1946093,2217623,11-01-2019,Mystery
2032045,2001287,11-01-2019,Mystery
2057576,1949017,11-01-2019,Science Fiction
2075074,1348353,11-01-2019,Science Fiction
2146253,2063524,11-01-2019,Science Fiction
2188648,2136939,11-01-2019,Romance
2196198,2271312,11-01-2019,Romance
2213021,1885254,11-01-2019,Romance
2216471,2253521,11-01-2019,Romance
2237886,2065215,11-01-2019,Romance
2272598,2318008,11-01-2019,Dystopia
2272598,1315875,11-01-2019,Dystopia
2278082,2072683,11-01-2019,Dystopia
2282179,2285132,11-01-2019,Dystopia
2282919,1978888,11-01-2019,Dystopia
2283096,2157721,11-01-2019,Dystopia
2295027,2280385,11-01-2019,Dystopia
2302627,335459,11-01-2019,Dystopia
356871,2286890,12-01-2019,Fantasy
531844,2080517,12-01-2019,Fantasy
541453,2035631,12-01-2019,Fantasy
1701162,2226688,12-01-2019,Fantasy
1863276,2120196,12-01-2019,Mystery
1981357,2302033,12-01-2019,Mystery
2016970,476256,12-01-2019,Mystery
2047778,1913989,12-01-2019,Mystery
2057035,1871553,12-01-2019,Science Fiction
2057035,1315875,12-01-2019,Science Fiction
2061896,2302137,12-01-2019,Science Fiction
2071344,2298055,12-01-2019,Science Fiction
2071344,2302033,12-01-2019,Science Fiction
2071344,2126565,12-01-2019,Science Fiction
2073595,1914381,12-01-2019,Science Fiction
2108846,2238375,12-01-2019,Science Fiction
2129665,2234392,12-01-2019,Science Fiction
2130558,2072266,12-01-2019,Science Fiction
2145557,1851003,12-01-2019,Science Fiction
2147527,2140750,12-01-2019,Science Fiction
2150853,2258434,12-01-2019,Science Fiction
2188143,2299958,12-01-2019,Romance
2198504,2318997,12-01-2019,Romance
2208312,2162102,12-01-2019,Romance
2222147,2264553,12-01-2019,Romance
2233413,2325032,12-01-2019,Romance
2236854,2020567,12-01-2019,Romance
2245304,418701,12-01-2019,Romance
2255019,2319277,12-01-2019,Romance
2255157,2218078,12-01-2019,Romance
2255738,1725031,12-01-2019,Romance
2261726,2270706,12-01-2019,Romance
2278683,1981470,12-01-2019,Dystopia
2282179,1769025,12-01-2019,Dystopia
2282671,2302033,12-01-2019,Dystopia
2288308,476023,12-01-2019,Dystopia
142802,1667512,13-01-2019,Fantasy
1349376,585135,13-01-2019,Fantasy
1396046,1859387,13-01-2019,Fantasy
1789022,1810949,13-01-2019,Fantasy
1941634,2162102,13-01-2019,Mystery
1946543,2304088,13-01-2019,Mystery
1976192,2128472,13-01-2019,Mystery
1979214,2233729,13-01-2019,Mystery
1993385,1894486,13-01-2019,Mystery
2008898,2142188,13-01-2019,Mystery
2027620,2219126,13-01-2019,Mystery
2040242,2241151,13-01-2019,Mystery
2042422,2181998,13-01-2019,Mystery
2075074,335459,13-01-2019,Science Fiction
2119407,1861940,13-01-2019,Science Fiction
2183041,1788192,13-01-2019,Science Fiction
2186220,2279771,13-01-2019,Romance
2188648,2072266,13-01-2019,Romance
2189254,418701,13-01-2019,Romance
2190563,2048902,13-01-2019,Romance
2208059,2259028,13-01-2019,Romance
2245304,2050066,13-01-2019,Romance
2255738,2069834,13-01-2019,Romance
2261726,2079245,13-01-2019,Romance
2272598,2061291,13-01-2019,Dystopia
2272598,2288528,13-01-2019,Dystopia
2287792,2045252,13-01-2019,Dystopia
91946,2195953,14-01-2019,Fantasy
238489,1834087,14-01-2019,Fantasy
387302,1854118,14-01-2019,Fantasy
517575,2126565,14-01-2019,Fantasy
1251871,2211371,14-01-2019,Fantasy
1321433,1586146,14-01-2019,Fantasy
1704978,1859387,14-01-2019,Fantasy
1776638,1665595,14-01-2019,Fantasy
1880432,2250891,14-01-2019,Mystery
1911840,1861722,14-01-2019,Mystery
1941634,2302193,14-01-2019,Mystery
1941634,2302033,14-01-2019,Mystery
1952978,1851003,14-01-2019,Mystery
1969153,1850657,14-01-2019,Mystery
1979214,186834,14-01-2019,Mystery
1981357,2096617,14-01-2019,Mystery
2073595,2219126,14-01-2019,Science Fiction
2085349,2298055,14-01-2019,Science Fiction
2089201,1822989,14-01-2019,Science Fiction
2091603,1861722,14-01-2019,Science Fiction
2124947,2026624,14-01-2019,Science Fiction
2137698,1898443,14-01-2019,Science Fiction
2144350,2162102,14-01-2019,Science Fiction
2147527,2188102,14-01-2019,Science Fiction
2147527,1822989,14-01-2019,Science Fiction
2171090,2172539,14-01-2019,Science Fiction
2185202,186834,14-01-2019,Science Fiction
2199565,264387,14-01-2019,Romance
2210772,1938525,14-01-2019,Romance
2213021,2086672,14-01-2019,Romance
2216471,2319277,14-01-2019,Romance
2255019,2286890,14-01-2019,Romance
2255157,2188102,14-01-2019,Romance
2261801,2140750,14-01-2019,Romance
2264336,2244625,14-01-2019,Dystopia
2277810,2048597,14-01-2019,Dystopia
2277810,2126565,14-01-2019,Dystopia
2278241,2217135,14-01-2019,Dystopia
2278875,2253521,14-01-2019,Dystopia
2281417,2048902,14-01-2019,Dystopia
2282919,2223520,14-01-2019,Dystopia
2287792,2089505,14-01-2019,Dystopia
2292506,2290864,14-01-2019,Dystopia
2297836,2210354,14-01-2019,Dystopia
2298033,1858586,14-01-2019,Dystopia
2302627,1859387,14-01-2019,Dystopia
142802,1914831,15-01-2019,Fantasy
387302,1938525,15-01-2019,Fantasy
411494,2203777,15-01-2019,Fantasy
608879,1315875,15-01-2019,Fantasy
1651360,2163340,15-01-2019,Fantasy
1854896,476023,15-01-2019,Mystery
1865348,2136939,15-01-2019,Mystery
1943882,2126565,15-01-2019,Mystery
1946093,2279771,15-01-2019,Mystery
1996849,1918534,15-01-2019,Mystery
2005205,2282081,15-01-2019,Mystery
2005205,2243535,15-01-2019,Mystery
2008736,1725031,15-01-2019,Mystery
2027620,2318008,15-01-2019,Mystery
2084660,1851003,15-01-2019,Science Fiction
2089201,2261165,15-01-2019,Science Fiction
2098263,2319277,15-01-2019,Science Fiction
2142352,2302629,15-01-2019,Science Fiction
2186220,1920197,15-01-2019,Romance
2187581,2045252,15-01-2019,Romance
2195754,585135,15-01-2019,Romance
2222147,2102095,15-01-2019,Romance
2222392,2146344,15-01-2019,Romance
2240802,2253521,15-01-2019,Romance
2240802,1978888,15-01-2019,Romance
2241676,1854118,15-01-2019,Romance
2248246,2135464,15-01-2019,Romance
2250607,2270706,15-01-2019,Romance
2255157,2195953,15-01-2019,Romance
2278082,2195953,15-01-2019,Dystopia
2282671,2080517,15-01-2019,Dystopia
2288547,2255143,15-01-2019,Dystopia
625259,2054668,16-01-2019,Fantasy
1704978,2302137,16-01-2019,Fantasy
1713231,2063524,16-01-2019,Fantasy
1713231,1256024,16-01-2019,Fantasy
1789022,1854118,16-01-2019,Fantasy
1863276,476023,16-01-2019,Mystery
1925544,2302033,16-01-2019,Mystery
1941634,2302137,16-01-2019,Mystery
1981362,1725031,16-01-2019,Mystery
1981362,1974924,16-01-2019,Mystery
1993385,2282003,16-01-2019,Mystery
2001133,2089579,16-01-2019,Mystery
2008796,2264553,16-01-2019,Mystery
2016970,2014268,16-01-2019,Mystery
2047778,1769025,16-01-2019,Science Fiction
2071191,1393854,16-01-2019,Science Fiction
2071344,2072683,16-01-2019,Science Fiction
2071344,1725031,16-01-2019,Science Fiction
2094197,2237035,16-01-2019,Science Fiction
2104071,2264553,16-01-2019,Science Fiction
2147527,142330,16-01-2019,Science Fiction
2150853,2188102,16-01-2019,Science Fiction
2210772,1944216,16-01-2019,Romance
2223388,2080517,16-01-2019,Romance
2245304,1848148,16-01-2019,Romance
2250607,2273461,16-01-2019,Romance
2264325,2054668,16-01-2019,Dystopia
2273460,2318008,16-01-2019,Dystopia
2282179,2250891,16-01-2019,Dystopia
2282919,2128472,16-01-2019,Dystopia
2283137,2132065,16-01-2019,Dystopia
2285155,2051538,16-01-2019,Dystopia
2302627,2203777,16-01-2019,Dystopia
33483,2235581,17-01-2019,Fantasy
33483,2086672,17-01-2019,Fantasy
91946,1859387,17-01-2019,Fantasy
356871,2302137,17-01-2019,Fantasy
531844,1898443,17-01-2019,Fantasy
531844,2014815,17-01-2019,Fantasy
531844,1643883,17-01-2019,Fantasy
533683,423824,17-01-2019,Fantasy
625259,2243347,17-01-2019,Fantasy
625259,2188415,17-01-2019,Fantasy
1593950,1871553,17-01-2019,Fantasy
1651360,2280385,17-01-2019,Fantasy
1757759,2272594,17-01-2019,Fantasy
1854896,1913989,17-01-2019,Fantasy
2073595,1706645,17-01-2019,Science Fiction
2111557,2017103,17-01-2019,Science Fiction
2113513,1996033,17-01-2019,Science Fiction
2124616,2146545,17-01-2019,Science Fiction
2124947,2206645,17-01-2019,Science Fiction
2154023,2168218,17-01-2019,Science Fiction
2191897,2243535,17-01-2019,Romance
2191897,1256484,17-01-2019,Romance
2198504,2302137,17-01-2019,Romance
2213065,1885254,17-01-2019,Romance
2214054,1366425,17-01-2019,Romance
2214054,2030977,17-01-2019,Romance
2216471,1851003,17-01-2019,Romance
2216471,2250891,17-01-2019,Romance
2222147,2319277,17-01-2019,Romance
2272598,2253521,17-01-2019,Dystopia
2277810,2293906,17-01-2019,Dystopia
2280760,2028906,17-01-2019,Dystopia
2282671,1889695,17-01-2019,Dystopia
2283137,2226552,17-01-2019,Dystopia
2303939,2320691,17-01-2019,Dystopia
91946,2035631,18-01-2019,Fantasy
347533,476023,18-01-2019,Fantasy
1292623,1931564,18-01-2019,Fantasy
1981647,583743,18-01-2019,Mystery
1983613,2214027,18-01-2019,Mystery
2005205,2141837,18-01-2019,Mystery
2026729,2067003,18-01-2019,Mystery
2057035,1667512,18-01-2019,Science Fiction
2071344,2283468,18-01-2019,Science Fiction
2104988,2218078,18-01-2019,Science Fiction
2104988,2162102,18-01-2019,Science Fiction
2150853,2245986,18-01-2019,Science Fiction
2176549,2284704,18-01-2019,Science Fiction
2176549,2186493,18-01-2019,Science Fiction
2188143,2325032,18-01-2019,Romance
2195754,2285132,18-01-2019,Romance
2216471,2284420,18-01-2019,Romance
2217975,1828739,18-01-2019,Romance
2243644,2221378,18-01-2019,Romance
2255157,2146545,18-01-2019,Romance
2280760,1315875,18-01-2019,Dystopia
2290592,2027661,18-01-2019,Dystopia
264121,2319277,19-01-2019,Fantasy
387302,1769025,19-01-2019,Fantasy
459501,2070030,19-01-2019,Fantasy
629172,2186493,19-01-2019,Fantasy
1704978,2250232,19-01-2019,Fantasy
1854896,2147261,19-01-2019,Fantasy
1854896,2318008,19-01-2019,Fantasy
1941634,2188102,19-01-2019,Mystery
1943882,2102095,19-01-2019,Mystery
1952978,2237035,19-01-2019,Mystery
1993385,2288528,19-01-2019,Mystery
2026729,476023,19-01-2019,Mystery
2098263,1918534,19-01-2019,Science Fiction
2104071,2140750,19-01-2019,Science Fiction
2119407,1393854,19-01-2019,Science Fiction
2145557,2219126,19-01-2019,Science Fiction
2176549,2157721,19-01-2019,Science Fiction
2176549,2188102,19-01-2019,Science Fiction
2183041,1256024,19-01-2019,Science Fiction
2185705,1725031,19-01-2019,Romance
2186220,1366425,19-01-2019,Romance
2188143,2142257,19-01-2019,Romance
2229753,2299958,19-01-2019,Romance
2233977,2273461,19-01-2019,Romance
2242209,2136939,19-01-2019,Romance
2273059,2069208,19-01-2019,Dystopia
2273460,1947470,19-01-2019,Dystopia
2273460,476256,19-01-2019,Dystopia
2278082,1769025,19-01-2019,Dystopia
2278875,1947145,19-01-2019,Dystopia
2282671,1971670,19-01-2019,Dystopia
2283137,2054668,19-01-2019,Dystopia
2301215,2188450,19-01-2019,Dystopia
2309827,1682545,19-01-2019,Dystopia
2315686,1978888,19-01-2019,Dystopia
33483,2141837,20-01-2019,Fantasy
347533,2318008,20-01-2019,Fantasy
1321433,2162102,20-01-2019,Fantasy
1321433,2195953,20-01-2019,Fantasy
1349376,2250891,20-01-2019,Fantasy
1593950,2018935,20-01-2019,Fantasy
1784365,2050066,20-01-2019,Fantasy
1865348,1880613,20-01-2019,Mystery
1911071,142330,20-01-2019,Mystery
1969153,2012965,20-01-2019,Mystery
1972030,2319277,20-01-2019,Mystery
1981647,2067003,20-01-2019,Mystery
1996849,2262941,20-01-2019,Mystery
2001509,2238375,20-01-2019,Mystery
2008699,1725031,20-01-2019,Mystery
2008796,2302137,20-01-2019,Mystery
2026729,1740241,20-01-2019,Mystery
2084660,2284420,20-01-2019,Science Fiction
2098263,1381654,20-01-2019,Science Fiction
2104071,1256484,20-01-2019,Science Fiction
2113513,1918534,20-01-2019,Science Fiction
2147045,476256,20-01-2019,Science Fiction
2183041,1769025,20-01-2019,Science Fiction
2188143,2141837,20-01-2019,Romance
2222147,2051848,20-01-2019,Romance
2237574,1918551,20-01-2019,Romance
2240802,2244625,20-01-2019,Romance
2241676,1851003,20-01-2019,Romance
2241676,2072266,20-01-2019,Romance
2242209,2072683,20-01-2019,Romance
2267490,2309107,20-01-2019,Dystopia
2273460,2285132,20-01-2019,Dystopia
2278683,2244625,20-01-2019,Dystopia
2280760,418701,20-01-2019,Dystopia
2287792,2261165,20-01-2019,Dystopia
2288547,1938525,20-01-2019,Dystopia
2289679,1974924,20-01-2019,Dystopia
2297322,2027661,20-01-2019,Dystopia
2311050,2289572,20-01-2019,Dystopia
2315090,2079245,20-01-2019,Dystopia
133582,1861940,21-01-2019,Fantasy
264121,2030977,21-01-2019,Fantasy
387302,2159135,21-01-2019,Fantasy
608879,2141837,21-01-2019,Fantasy
1593950,2304088,21-01-2019,Fantasy
1641139,2218901,21-01-2019,Fantasy
1701162,1372237,21-01-2019,Fantasy
1912662,1971670,21-01-2019,Mystery
1914799,1998120,21-01-2019,Mystery
1981362,1750449,21-01-2019,Mystery
1981362,1892298,21-01-2019,Mystery
1993385,2118212,21-01-2019,Mystery
2001509,2069208,21-01-2019,Mystery
2001509,1944216,21-01-2019,Mystery
2008699,1256484,21-01-2019,Mystery
2008736,2272594,21-01-2019,Mystery
2040242,2135464,21-01-2019,Mystery
2040242,1981470,21-01-2019,Mystery
2105005,1854118,21-01-2019,Science Fiction
2105391,2285132,21-01-2019,Science Fiction
2124616,2315436,21-01-2019,Science Fiction
2195754,2132065,21-01-2019,Romance
2198504,264387,21-01-2019,Romance
2233413,629205,21-01-2019,Romance
2233977,490400,21-01-2019,Romance
2237886,1868416,21-01-2019,Romance
2261801,2285721,21-01-2019,Romance
2263552,2243817,21-01-2019,Dystopia
2264336,2065215,21-01-2019,Dystopia
2272598,2283468,21-01-2019,Dystopia
2282179,1725031,21-01-2019,Dystopia
2282179,2195953,21-01-2019,Dystopia
2289679,2018935,21-01-2019,Dystopia
2310105,2318997,21-01-2019,Dystopia
2311050,2118212,21-01-2019,Dystopia
347533,1643883,22-01-2019,Fantasy
517575,423824,22-01-2019,Fantasy
1251871,1725031,22-01-2019,Fantasy
1285928,2072683,22-01-2019,Fantasy
1708446,1253780,22-01-2019,Fantasy
1708446,2005374,22-01-2019,Fantasy
1737572,2024380,22-01-2019,Fantasy
1789022,1851003,22-01-2019,Fantasy
1854896,2315436,22-01-2019,Fantasy
1886970,1256484,22-01-2019,Mystery
1943882,335459,22-01-2019,Mystery
1952978,2326477,22-01-2019,Mystery
2008699,2309107,22-01-2019,Mystery
2008736,2132065,22-01-2019,Mystery
2016970,1256484,22-01-2019,Mystery
2075074,423824,22-01-2019,Science Fiction
2111557,2253521,22-01-2019,Science Fiction
